title,Job Description,employmentType,Salary Estimate,publishTime,companyID
Financial - Data Analyst,"About this Job
A leading FinTech company in New York City is looking to fill an immediate need by adding new Data Analyst to their growing staff. In this role, the analyst will be responsible for training our Artificial Intelligence engine by performing financial data analysis on dynamic, real-world events. This position is a unique opportunity to join a dynamic, high performance, results-oriented culture; the team includes proven leaders from the technology and financial industries. There is great potential for the right candidate to grow into a larger role internally.

About Amenity Analytics
The Amenity Edge: The Amenity Analytics Business Intelligence and Investment Platform creates and validates nuanced strategies by synthesizing data extracted via Amenity Analytics?€? proprietary Text Mining Engine with fundamental, technical and event data, resulting in actionable and justified business decisions.

Skills Needed:
?? Passion for solving problems with data
?? High velocity of idea generation
?? Minimal programming knowledge
?? Works well with others

Qualifications
BS in Finance or related field
4 years minimum experience in finance, computer science or related sector
Minimum coding preferred but not necessary
Deep understanding of financial language required",full-time,$43K-$76K (Glassdoor est.),,113
Data Analyst with Data Scanning and Profiling,"Job Title Data Analyst (must have Data Scanning BeCubic Rochade) Location US-NY-New York Duration 12 Months Qualifications Data Scanning Team - Responsible for determining systems requirements for new or modified database application programs, creates the system specifications and Is responsible for the development, testing and implementation of efficient, cost effective application solutions. Will receive general direction from the Manager, work closely with business analysts to identify and specify complex business requirements and processes. May co-ordinate the activities of the section with the client area and other IT sections (e.g., data base, operations, technical support). Work in conjunction with the data architectmodeler on the data warehouse reporting solution. Possess expertise in writing and tuning, view, stored procedures, and functions. Strong problem-solving, interpersonal, written and oral communications skills with demonstrated ability to simultaneously adjust to changing priorities, successfully completing multiple tasks. Prepares deliverables such as source-to-target mappings transformation rules documentation. 7-10 Years of relevant work experience required. Data catalogingdata profiling and BeCubic Rochade bull SQL Server, DB2, Oracle bull Must have knowledge of lineage and financial industry, technical metadata layer",full-time,$43K-$76K (Glassdoor est.),,97
Business Analyst - Data Governance,"At Rockstar Games, we create the games we would want to play ourselves.

A career at Rockstar is about being part of a team working on some of the most creatively rewarding, large-scale projects to be found in any entertainment medium. You would be welcomed to a friendly, inclusive environment where you can learn, and collaborate with some of the most talented people in the industry.

Rockstar Games is on the lookout for a talented Business Analyst with a focus on Data Governance in Business Intelligence. This is a full-time permanent position working with our Global Analytics Team.

WHAT WE DO
The Rockstar Analytics team provides insights and actionable results to a wide variety of stakeholders across the organization in support of their decision making.
We work together with a number of departments to design and implement data and pipelines.
We collaborate as a global team to develop cutting-edge data pipelines, data products, data models, reports, analyses and machine learning applications.
RESPONSIBILITIES
Lead the implementation of data governance tools and practices.
Develop control structures to ensure the accuracy and quality of data through all upstream and downstream data channels.
Coordinate the resolution of data integrity and collection gaps by working with the game development and data engineering teams.
Provide thought leadership and participate in projects that involve any of the upstream or downstream data flows and processes.
Assess the current processes and technology in use to make recommendations for effective and practical data governance organization, processes, and technology.
Review and enrich the current reporting development methodology / processes and make recommendations on the level of documentation that needs to be performed and metadata that needs to be captured.
Identify and document data quality problems through data profiling and advanced analysis.
Meet with business stakeholders to gather requirements for self-service reporting and analysis.
Translate complex business requirements into focused technical requirements and data solutions.
Project manage the implementation of data governance.
Prioritize projects through broad cost / benefit analysis.
Present plans and post analysis to stakeholders in a concise and easy to understand format.
Tackle complex problems with a strategic mindset and create thoughtful recommendations and action plans for solving those problems.
QUALIFICATIONS
8+ years of professional experience.
5+ years of experience as Business Analyst.
3+ years of experience in Data related projects (Data Governance, Master Data Management, Reporting, etc.).
Hands-on experience in project management, preferably in the following sectors: e-commerce, digital products, digital video, sports, media and entertainment.
Experience with managing third party vendors.
SKILLS
Attention to detail - ability to apply data management standards and data governance practices.
Process improvement mindset - the ability to identify and implement opportunities to improve existing business processes.
Excellent prioritization skills - ability to evaluate and prioritize a wide array of opportunities within a highly dynamic environment.
Excellent communication skills - comfortable communicating to internal product and development teams, as well as written communications for consumer-facing audiences.
Flexibility to adapt to changing business requirements, and ability to power through ambiguity.
Ability to thrive in a fast-paced, entrepreneurial environment with a track record of success in leading cross-functional initiatives.
HOW TO APPLY

Please apply with a resume and cover-letter demonstrating how you meet the skills above. If we would like to move forward with your application, a Rockstar recruiter will reach out to you to explain next steps and guide you through the process.

Rockstar is proud to be an equal opportunity employer, and we are committed to hiring, promoting, and compensating employees based on their qualifications and demonstrated ability to perform job responsibilities.

If you've got the right skills for the job, we want to hear from you. We encourage applications from all suitable candidates regardless of age, disability, gender identity, sexual orientation, religion, belief, or race.",full-time,$43K-$76K (Glassdoor est.),,144
Senior Data Analyst - Health Economist,"Job Description
About Data Analytics at Vericred:

Vericred has built the broadest, most granular and accurate data set covering health insurance and employee benefits plans, rates, provider-networks and formularies in the industry. Our data is used by millions of consumers, employers and brokers to find health plans, doctors and drugs . Researchers and government agencies use our data to understand market dynamics and even to drive policy decisions.

Our Data Analytics team works with internal and external constituents to develop insights from, and about, our data and interactions with our platform. We partner with leadership and the Robert Wood Johnson Foundation to research and develop content for thought leadership pieces. We build actionable reports and dashboards to help our operations team understand the timeliness, completeness and accuracy of our data. We research extensions to the breadth and depth of the data that we capture and validate our approaches to ingesting and synthesizing that data.

This role will be based in our New York City (Flatiron) office.

In this role you will:
Be a consumer of our own data
Collaborate with the Robert Wood Johnson Foundation in support of their policy research, and thought leadership papers and articles (which have appeared in the New York Times and other national publications)
Develop market analyses for use in Vericred?€?s own thought leadership and marketing
Uncover meaningful insights about our data - influencing product development direction
Prototype analytics solutions for our external partners
Build and maintain user-facing dashboards to monitor data quality
Build and test data validation and verification models
Partner with Engineering on validating, maintaining and extending our data ingestion platform
We would love to hear from you if you have:
Intellectual curiosity ?€?. especially about health insurance costs and coverage
Strong writing capability
A bachelors or greater in CS, Statistics, Economics or equivalent work experience
2+ years of experience with Stata, R, SAS, Python or other common data analytics programming languages
3+ years of experience with data visualization tools and technology (Tableau, Looker, D3.js)
3+ years of experience with SQL
About Vericred

Founded in 2014, Vericred is a data services company simplifying the exchange of health insurance and employee benefits data. What Plaid has done for financial services and Sabre for travel and hospitality, we are doing for health insurance by building digital infrastructure to enable the digital transformation of this $1Trillion industry.

Who We Are

At Vericred, we are data people: process driven, organized, and obsessed with the details. We value collaboration and make sure we have plenty of opportunities to spend time together outside of the office through fitness events, movie nights, happy hours, and more. We love our work and recognize the importance of balancing interests, relationships, and time outside of it. We are avid learners and prioritize personal and professional growth alongside company growth at the individual and the team level.

Our benefits include
Competitive Salary
Equity Participation
100% company paid medical and dental for you and your dependents
Healthcare and dependent FSA
401K with matching
Twice weekly catered lunches
Unlimited snacks and drinks in-office
Responsible PTO policy
Pre-tax commuting benefits
fRYEday: Our end of week Rye tasting and happy hour ritual
Stand-up desks
Centrally located office on Madison Square Park
We are an equal opportunity employer. We welcome people of different backgrounds, experiences, abilities and perspectives. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status.

Powered by JazzHR

P59ZmGevAs",full-time,$43K-$76K (Glassdoor est.),,5
Lead Data Insights Analyst,"Lead Data Insights Analyst Overview

TapRm's growing team is seeking to hire a motivated,responsible and forward-thinking individual to play an integral role in thegrowth and expansion of TapRm's E-Commerce business. This is truly a unique opportunityto build and take ownership over a high-growth companys data analytics andbusiness insights efforts with the unique ability to apply data-driven approachesacross all facets of the operation, including website structure andorganization, digital marketing, brewery and brand partner relationshipdevelopment and management, and operational efficiency. At the early stages ofa high-growth company, this job's projects may vary day by day, and we'relooking for someone who relishes the opportunity to dive into new challengesand learn new skills along the way. This position will report to TapRm's Headof E-Commerce and is eligible for stock options so that our new Lead DataInsights Analyst can gradually build upon our functional capabilities and growwith the company. We expect that a hard-working person who fits TapRm's culturein this role will grow into additional responsibilities and lead a team withinTapRm over time. Compensation will be commensurate with experience.

About TapRm

TapRm is a startup beer and beverage distribution companywith a one-of-a-kind model that benefits brewers, retailers and consumersalike. As the nation's first venture-backed, omnichannel platform for buildingbeer, cider, and hard seltzer brands, TapRm offers an unprecedented pathway forboth established and up-and-coming beverage producers to access and engagecustomers in New York. In short, TapRm has the unique capability to bring NewYorkers favorite beverages to wherever they may be enjoyed--bars, restaurants,markets, offices, and even directly to the home.

Key Responsibilities Include

- Build and take ownership over data analyticsand business insights at TapRm

- Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build anddevelop dashboards for both client-facing and internal purposes across thecompany that feature relevant KPIs and metrics

- Produce and articulate actionable insights to companyleaders to help drive and prioritize current project pipeline

- Provide quantitative support for potentialproject proposals and perform ad-hoc analyses after the projects have beenimplemented to measure their efficacy

IdealCandidate's Experience & Qualifications

- Graduated with a BA/BS from an accrediteduniversity with an excellent track record

- Obsession with applying data-driven approaches andstructure to complex problems in the never-ending pursuit for increasedefficiency in all of its forms

- Uniquely ability to think high-level to developstrategic initiatives but also be curious and detail-oriented to then executethese strategies as planned

- 3+ years experience in a business insights ordata insights role that had an emphasis on communicating with business leaders toproduce insights beyond simply producing analyses

- Experience specifically analyzing sales data,website data, the accompanying data from Google Analytics and Facebook Pixel,along with marketing channels to produce insights, run A/B tests, etc.

- Proficiency in multiple business intelligencetools with expertise in either Tableau, Looker or Google Data Studio

- Proficiency in Microsoft Excel with the abilityto structure, manipulate and analyze data as though it's second nature

- Exceptional written and verbal communication

- Comfortable with uncertainty and ability toadapt to new projects and situations with a positive attitude

- Extremely well-organized with strong attentionto detail

- Self-starter with an entrepreneurial mindset,proactively diving into projects without having to be asked

Bonus Points

- Experience in a startup environment,specifically e-commerce

- Working knowledge of SQL, R, or Python

- High-level understanding of APIs and softwareintegrations or Zapier

- Experience with Shopify Plus, Klaviyo, Facebook/GoogleAds & Analytics",full-time,$43K-$76K (Glassdoor est.),,67
Research Analyst (Data Science),"APCO Insight works with many of the world?€?s leading companies, associations, nonprofits and public-sector organizations on a diverse range of challenges. Our core research capabilities support reputation management, brand and campaign communications, issues and crisis management, message and creative development, thought leadership, and consumer and cultural trends.

The data science Research Analyst will support APCO Insight data science team members in executing advanced data analytics assignments on behalf of the organization and clients.

APCO Insight?€?s data science team is increasingly involved in assignments employing statistics (e.g., linear/logistics regression, clustering) to develop insights for communication strategy. The candidate will be involved in secondary research techniques, digital and social media research, and structured/unstructured data analytics.

Responsibilities

Data science assignments involve four core areas: (1) Software, (2) Analytics Methodology Selection, (3) Analytics Execution and (4) Data Storytelling. The candidate is expected to:
Provide day-to-day support of quantitative data-related projects
Prepare and monitor quantitative data collection
Pull data from software sources, such as social listening and media monitoring
Clean, code and manage unstructured (text) datasets
Conduct data analysis including advanced statistical techniques such significance testing, mean, standard deviation, regression, clustering, etc.
Ensure data and reporting quality
Use digital research tools to analyze the conversation landscape and identify target audiences and influencers
Visualize data insights using charts, graphs and tables and develop reports in PowerPoint or Tableau
Write clearly to communicate with colleagues, research partners and clients
Qualifications
1-2 years of relevant experience
Bachelor?€?s degree in Mathematics, Marketing or Business from an accredited college or university in a related field
Excellent PowerPoint & Excel skills
Proficient with SPSS, R or other comparable statistical programs
Working knowledge of descriptive and inferential statistics, strong analytical skills
Familiarity with or willingness to learn digital and social media research tools such as Quid, Affinio, Brandwatch, Talkwalker or other similar programs
Able to multi-task, strong time management and organizational skills
Excellent written and oral skills and the ability to communicate within an organization
Furthermore, the ideal candidate will have an interest in working on a start-up team in an entrepreneurial team within APCO Insight to help develop new products and methodologies to sell to clients and prospects around reputation management, corporate branding, thought leadership and/or public affairs issues management.

Founded in 1984, APCO Worldwide is an award-winning, independently owned global communication and business strategy firm with offices in major cities throughout North America, Europe, the Middle East, Africa and Asia. APCO combines a global perspective with local expertise to help clients around the world manage challenges, opportunities, perceptions and reputations. APCO clients include corporations and governments; industry associations and nonprofit organizations; and six of the top 10 companies on the Fortune 500. The firm is a majority women-owned business.

APCO Worldwide, named ?€?Public Affairs Agency of the Decade?€? by The Holmes Report and one of the ?€?Top Places to Work in PR?€? by PRNews, offers a collegial work environment, countless training and development opportunities, and a competitive compensation and benefits package.

EOE M/F/V/D

Are you ready to challenge convention and challenge yourself?",full-time,$43K-$76K (Glassdoor est.),,128
Data Management Analyst,"The Data Management Analyst is responsible for oversight of data collection and integrity, and for performing data analyses across the Brooklyn Community Services (BCS) agency. This position will play a pivotal role in structuring and optimizing data practices at the administrative and program levels, including for more than 30 programs and services across BCS sites.

Responsibilities:
Lead agency-wide protocols and procedures on data gathering, entry, integrity, analysis and outcome reporting
Conduct data analyses to provide insights on program and administrative outcomes
Work with staff to identify key program data for collection and analysis
Build surveys, collection methods and standardization protocols for new and existing programs
Create analyses, reports, and dashboards on data for internal and external purposes, including formal reports, and make recommendations
Work closely with supervisors, division directors, and program directors on data protocols
Oversee Apricot 360 database system for agency; act as lead system administrator for system
Oversee and lead training of program and other staff on use of database systems
Lead meetings on data insights and trends for staff
Provide program outcomes and other data for development team and other fundraising grants or initiatives
Maintain strict confidentiality both inside and outside the organization
Other tasks as may be required
Qualification Required:
Bachelors degree required
3 years+ working in a research, data management or analysis role
Computer expertise in Microsoft office, especially analysis and presentation tools (Word, Excel, PowerPoint)
Ability to present data for presentation to audiences (graphs, charts, etc.)
Excellent research skills; ability to cull/identify city-wide/state or national data for comparisons or analysis
Logical thinking, skilled, and strong interest program performance, analysis, optimization and outcomes
Strong attention to detail and nuance for numerical and qualitative precision
Excellent deduction and analytical skills to interpret and transform various types of data
Excellent interpersonal skills, with tact and persuasive ability; strong oral and written communication skills
Ability to work as a member of and with teams with all levels of staff
Self-motivation and ability to problem solve
Ability to analyze and make insights from large data sets
Submitting a cover letter is required.
Qualifications Preferred:
Graduate degree preferred
Experience working with database systems, knowledge of Apricot 360/Social Solutions preferred",full-time,$43K-$76K (Glassdoor est.),,109
Business Analyst / Data Analyst,"Hi,

??

Hope you are doing well!!

??

Enclosed is the job description for your perusal. If you are interested please send me your updated resume and your expected rate for this position ASAP.

??

Job Title:??Business Analyst / Data Analyst

Location:??Weehawken, NJ

Duration: 12+??Months

Position type: C2C & W2

Start Date:??Immediate

??

Job Description:

??

Good data analysis/SQL, good requirements gathering and documenting, good communication skills, good soft skills like managing conflicting situations and negotiating, able to deliver on time

??

Best Regards

??

Shaik Hefaz

Technical Recruiter??

Softcom Systems, Inc.

Email:

Hangouts:

Skype: hefazsk

475, Wall Street,??Princeton, NJ-08540,??Fax: 609-751-9077

??

Under Bill s.1618 Title III passed by the 105th U.S. Congress this??mail cannot be considered as ""spam"" as long as we include contact??information and a remove link for removal from our mailing list. In??order to not be in the recipients-list for this mail, please revert to??us with ""REMOVE"" either in the subject or in the mail body.",full-time,$43K-$76K (Glassdoor est.),,146
Healthcare Data/Reporting Analyst,"Below JD:
Job Title: Healthcare Data/Reporting Analyst
Job Location: New York, NY 10010
Job Type: Full Time / Permanent

Requirements:
A College degree (required)
5+ years experience working with health care data (e.g. claims, app output, CMS HCC, SDOH, clinical research) in queries or BI tools (required)
Experience analyzing operational data and correlations it may have to clinical outcomes data
MS Excel or Google Sheets advanced ability (pivot tables, formatting, graphics) (required)
Experience with BI tools such as Tableau (highly desired)
Experience with SQL, SAS, Python, SPSS or other analytic tools for data management and informatics
Attention to detail along with a true love of data patterns, error detection and correction
Ability to be a story-teller with data - to see and articulate clearly the story behind the numbers
Intellectual curiosity around finding the ""why and digging deep to find patterns others might miss
Passion about our mission to improve people's lives
Comfort in a dynamic and always evolving start-up environment
Job Responsibilities:
Understand the needs and opportunities across our internal and external stakeholders
Create, update, and distribute analytic reports on a recurring basis
Learn new data related skills and processes
Learn health care claim (UB04, HCFA 1500) formats and analysis
Share and teach skills to others on the data team
Work as part of a larger team and helping other teams in achieving their goals
Continue to push the boundaries of what technology can do to empower our caregivers and clinicians to improve health outcomes for our patients

Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.",full-time,$43K-$76K (Glassdoor est.),,26
Clinical Data Analyst,"Clinical Data Analyst

Summary


This is a multi-faceted position with responsibilities in data analysis as well as clinical content development. The Clinical Data Analyst will aid the clinical staff in managing the clinical data aspects of the organization. This position will assist in procuring, maintaining and integrating the clinical content into FAIR Health products and offerings.

Clinical Data Analyst Responsibilities
Work with data analysts, managers and clinical staff to provide opinions and assist in the explanation of complex issues related to health care claims and how they are coded.
Evaluate, analyze and implement CPT, HCPCS and CDT code additions/changes/deletions for integration into FAIR Health products and offerings.
Engage in product review and root cause analysis on data quality issues, and assist with developing data analysis protocols to help the team make product decisions.
Collaborate with data and product staff on methods, analysis, and production of reports.
Evaluate and establish the validity of claims data and data element combinations to ensure accuracy and completeness of all reporting results.
Work with health care claims data and be responsible for writing SQL queries.
Write queries to manipulate the data, sort, summarize and report on various healthcare trends and information in order to help with the goals of the organization.
Assist customer support with client inquiries.
Education & Experience
Bachelor?€?s degree in Health Information Management or a related field.
5-10 years of experience working in coding, health information management or a related field.
Qualifications & Skills
Comprehensive knowledge of all appropriate billing forms: UB-04, CMS-1500 or state specified, including paper and electronic versions.
Proficient in healthcare billing, coding and payment guidelines/practices/regulations both in the commercial and government space.
Basic understanding of relational databases or at minimum the willingness to learn.
Strong experience and knowledge of Oracle-based SQL.
Coding experience required. Must have a deep familiarity with all healthcare claim code sets.
Strong interpersonal skills, including the ability to work in a highly cross-functional, multi-location organization.
Excellent written and verbal communication skills.
Detail-oriented with strong analytic skills.
Comprehensive knowledge of MS Office Suite of Products, including, but not limited to Excel and PowerPoint.
Interested candidates should submit their resume and cover letter to resumes@fairhealth.org.
Please include ?€?Clinical Data Analyst?€? and your last name in the subject line.

FAIR Health, Inc. is an equal opportunity employer and an e-verify participant.",full-time,$43K-$76K (Glassdoor est.),,132
Sr. Data Profiling Analyst,"United States - New York
Operations
Group Functions
Job Reference #
210654BR
City
New York
Job Type
Full Time
Your role
Are you an analytical thinker? Are you an experienced data analyst with a proven track record of delivering analytics to provide data-driven results and insights?

?€? Identify, analyze, and interpret trends or patterns in complex data sets using structured analysis techniques and tools
?€? Assist in the development and implementation of innovative analytical and/or statistical methodologies to profile the bank?€?s data
?€? Execute Data Extraction, Data Mining and Data Profiling analysis on data sets using the structured data analytics tool (e.g. Alteryx, Trifacta, Informatica IDQ, Datactics), in-line with defined procedures
?€? Document Data Profiling findings and insights for presentation to Data Owners and Data Stewards
?€? Lead projects and workshops independently with IT and Business data Subject Matter Experts to facilitate the Data Profiling process
?€? Facilitate the continuous improvement of Data Profiling/Analytics tooling, processes and procedures
?€? Locate and define new process improvement opportunities
Your team
You'll be working as part of the Data Profiling team in New York. As part of the Data Quality team within Group Data Management Office, the Data Profiling team is responsible for supporting Data Profiling across the organization. You will be part of a team that helps drive data quality across the enterprise by providing data insights through structured and comprehensive data analysis.
Your expertise
?€? Proven experience in Data Extraction, Data Mining, Data Acquisition and Data Profiling using data quality and analysis tools (e.g. Alteryx, Trifacta, Informatica IDQ, Datactics etc.)
?€? Experience in the Financial Services sector and one or more relevant data domains, including Trade, Position, Instrument, Client and Counterparty
?€? Experience with analyzing and reporting data in order to identify issues, trends, or exceptions to drive improvement of results and find solutions
?€? Good understanding of operational processes, preferably within the Financial Services industry
?€? Ability to conduct full change lifecycle analysis to include requirements, design and implementation
?€? Strong project manager abilities to organize and run data profiling projects
?€? Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)

?€? BA/BS Degree in Information Science, Data Analytics, Computer Science, Software Engineering or related technical field.
?€? Experience with Enterprise Data Warehouse development and ETL processes
?€? Experience in SQL skills and data visualization skills using BI tools (Tableau, Business Objects etc.) to make actionable dashboards
?€? Experience with Alteryx platform a major plus
?€? Good understanding of Machine Learning and Artificial Intelligence and familiarity with Python
?€? Understanding of cloud infrastructure
About us
Expert advice. Wealth management. Investment banking. Asset management. Retail banking in Switzerland. And all the support functions. That's what we do. And we do it for private and institutional clients as well as corporations around the world.

We are about 60,000 employees in all major financial centers, in more than 50 countries. Do you want to be one of us?
Join us
We're a truly global, collaborative and friendly group of people. Having a diverse, inclusive and respectful workplace is important to us. And we support your career development, internal mobility and work-life balance. If this sounds interesting, apply now.
Disclaimer / Policy Statements
UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce.",full-time,$43K-$76K (Glassdoor est.),,132
"Data Analytics Analyst or Associate, Cowen Sustainable Investments","Cowen Investment Management is looking for a data analyst to join the Cowen Sustainable Investments team. The role will work closely with both the portfolio team and the technology team at Cowen.The strategy is focused on sustainable investing with an ESG (Environmental, Social and Governance) mandate.Responsibilities* Analyze structured and unstructured data, build valuation, risk management, capital structure arbitrage and other financial models.* Build and improve existing quantitative models that focus on statistics, machine learning and deep learning; including building, data gathering, data cleaning, and data analysis in both deal-specific and non-deal specific scenarios.* Design technology systems in MatLab/Python and build web user interface for a cross-asset class investment team.* Coordinate with technology group to incorporate quantitative models into web-based user interface.Requirements* An undergraduate or graduate program in a quantitative field such as Computer Science, Statistics, Engineering, Applied Mathematics, or Physics.* Strong analytical and programming skills with focus on machine learning* Applied experience in object-oriented programming, client/server programming and statistical analysis, specifically with javaScript, ASP.NET and preferably ReactJS, Matlab, Nuget/GIT, SVN.* Demonstrated ability to work cooperatively with team members* Ability to work independently in a fast-paced environment* An exceptional work ethic",full-time,$43K-$76K (Glassdoor est.),,131
Data Analyst,"WorkforceLogiq is currently hiring for a Data Analyst for our Haworth, NJ location. This is a contract position for 3 months with the opportunity of extending. The hourly rate for this role will depend on experience and will range from $17.00/hr -$19.50/hr.

Review 40-60 work orders, analyze field reports, and make changes to work orders accordingly.
Analysis and manipulation using multiple data sources in Excel; will require use of VLOOKUP and filtering techniques
Generation of template files and downloading and pre-processing of multiple datasets
Send manager reports once a week on completed work orders.
Other responsibilities may be assigned with time.

High attention to detail
Proficient with Windows environment
Advanced with Microsoft Excel
Good Communication (verbal and non-verbal)
Familiarity with SharePoint (Preferred but not required)
Will be using: Infor, SharePoint, and Excel heavily
#zr",full-time,$43K-$76K (Glassdoor est.),,113
Data Analyst,"Who We Are

At Cross River, we are building the best banking and technology products for fintechs, all through APIs. As venture-backed pioneers of the platform-based financial services model known as the sponsor, or partner, bank, we work closely with our partners to offer products such as payments rails and loan origination services to the latest in regulatory and compliance solutions. What drives us every day? A desire to innovate in the service of financial inclusion. Giving access to consumers, whether they are looking for credit or for a better way to pay has been in our DNA from day one. Our nimble, adaptive, one-step ahead culture is powered by our people, their creativity, tech-forward thinking, and collaborative spirit, we are experiencing explosive growth.

What we are looking for

Cross River's Technology team is made up of problem solvers hungry to perfect new products and systems. As SQL Developer, you play a key role. In this role you will focus on SQL reporting. The Technology team cares about results, not activity, and we have fun doing it. If you like challenging problems are analytical, and a great team playerwe want to hear from you!

Responsibilities:
Using SQL Server Reporting Services, Tableau, Domo, or SAS
Design, develop, optimize, maintain and support ETL processes using data warehouse design best practices and SQL Server Integration Services (SSIS) to integrate data from multiple source systems into a Data Warehouse, cleansing data, transforming and loading data from multiple formats using SSIS and stored procedures
Create and optimize SQL Statements, Procedures and Functions
Modify databases according to requests and perform tests
Solve database usage issues and malfunctions
Liaise with developers to improve applications and establish best practices
Ensure all database programs meet company and performance requirements
Research and suggest new database products, services and protocols
A successful candidate will have hands-on experience in a multitude of domains; including, but not limited to database design, data warehousing, business intelligence, big data, database tuning, application optimization, security, virtual computing and storage, incident tracking, and general database administration
Documenting procedures for all tools / processes you create.
Qualifications:
Working independently or minimal supervision
Proven work experience as a Database developer
5 years' experience with SSRS
Hands on experience with SQL
Knowledge of software development and user interface web applications
Familiarity working with .Net Framework, JavaScript, HTML and Oracle
Excellent analytical and organization skills
An ability to understand front-end users' requirements and a problem-solving attitude
Excellent verbal and written communication skills
BSc degree in Computer Science or relevant field
Preferred qualifications:
SQL Server Reporting Services, Tableau, Domo, or SAS
Experience with C# .Net development
Cross River is an Equal Opportunity Employer. Cross River does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.",full-time,$43K-$76K (Glassdoor est.),,23
"Sr. Data Analyst, Revenue Analytics, Peacock","Job Title
Sr. Data Analyst, Revenue Analytics, Peacock

10-Jun-2020

Business Segment
Peacock

Responsibilities
Meet Peacock, NBCUniversal?€?s new, wildly entertaining streaming service that combines timeless shows and movies with timely news, sports and pop-culture.

We?€?re growing our team of smart, hungry, and upbeat doers who crave the chance to build something new at the epicenter of content, tech, and culture. We need fearless leaders and pop-culture fiends who work hard and fan hard. Creative problem-solvers who just so happen to be the reigning champs at Parks & Rec trivia night. So if this sounds like you, join our flock. And we promise, we won?€?t put your stapler in Jell-O.

NBCUniversal?€?s new direct-to-consumer streaming video service is seeking a Senior Data Analyst to help with reporting and analytics for Finance. With the vast amount of content available on the NBCUniversal service, this is a crucial role supporting the revenue attribution to our partners and will be working closely with business stakeholders from finance, accounting and partnership team. The candidate should have experience in financial reporting or data analytics role, and with a background in a querying/programming language for data analysis (SQL / Python / R). This role will sit within the larger Decision Sciences team and will also partner with other business units including but not limited to: Data Science, Data Engineering, Marketing Analytics, Product, and Ad Sales.

The goal of the Decision Sciences team is to deliver and champion intelligent use of data that drives a best-in-class customer experience and fuels product growth. The Senior Data Analyst should be able to thrive in a collaborative working environment, gaining buy-in and support from other stakeholders across the organization.

Responsibilities include, but are not limited to:
Work with business stakeholders from finance, accounting and partnership teams to create automated revenue related dashboards for distribution partners, content partners and other promotional partnerships we have in Peacock App
Collaborate with engineering teams and business analysts to QA the data quality and identify the data elements missing for reporting and analysis and work with the teams to resolve
Understand licensing and distribution agreements to ensure all the revenue share calculations are aligned with partner contract terms
Work with finance and accounting team to build the calculations to determine the revenue to recognize and to defer
Own and closely monitor the accuracy for revenue reports and assist timely and accurate financial closes and revenue share payouts
Performs ad-hoc financial analyses to help identify revenue trends and attribution, provide insights and recommendations to support decision making
Document and maintain the calculations on regular basis
Qualifications:
BS/BA in technical/finance field: Finance, Statistics, Mathematics, Computer Science or related certificate with significant technical work experience
3+ years of experience in a financial reporting role preferred, with 2+ year programming experiences in big data and proficient in at least one programming language SQL/Python/R required
Experience with big data environments (Google Big Query, Snowflake, Apache Spark)
Experience with report automation and building visualization dashboards (i.e. Tableau/Looker)
Experience with creating data requirements and working with engineering teams to facilitate the request
Experience working with transactional data and understand reconciliation with 3rd party payment processor (i.e. Adyen, Stripe)
Experience with financial modeling preferred
Desired Characteristics:
Demonstrates strong quantitative and analytical skills
Extremely detailed oriented and communicator who can build relationships with a diverse set of stakeholders
Ability to thrive in a fast-pace environment with tight deadlines
A passion for TV and movies and defining the future of entertainment.
Strong interpersonal skills with the ability to motivate, collaborate and influence
Self-driven, confident, resourceful, and resilient
Job Number
55899BR

Posting Category
Digital Media

Country
United States

Sub-Business
Peacock Decision Science

About Us
At NBCUniversal, we believe in the talent of our people. It?€?s our passion and commitment to excellence that drives NBCU?€?s vast portfolio of brands to succeed. From broadcast and cable networks, news and sports platforms, to film, world-renowned theme parks and a diverse suite of digital properties, we take pride in all that we do and all that we represent. It?€?s what makes us uniquely NBCU. Here you can create the extraordinary. Join us.

State/Province
New York

Career Level
Experienced

City
New York

Notices
NBCUniversal?€?s policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law. NBCUniversal will consider for employment qualified applicants with criminal histories in a manner consistent with relevant legal requirements, including the City of Los Angeles Fair Chance Initiative For Hiring Ordinance, where applicable.",full-time,$43K-$76K (Glassdoor est.),,126
